code,description,last_updated
QR001007Pr,escribed amounts of stationary oxygen for daytime use while at rest and       Av,2025-09-01
QR002008ni,ghttime use differ and the average of the two amounts is greater than 4,2025-09-01
QR003008li,ters per minute (lpm),2025-09-01
QS001007Mo,nitored anesthesia care service                                               Mo,2025-09-01
QT001007Re,cording and storage on tape by an analog tape recorder                        Rc,2025-09-01
QW001007Cl,ia waived test                                                                Cl,2025-09-01
QX001007Cr,na service: with medical direction by a physician                             Cr,2025-09-01
QY001007Me,dical direction of one certified registered nurse anesthetist (crna) by an    Me,2025-09-01
QY002008an,esthesiologist,2025-09-01
QZ001007Cr,na service: without medical direction by a physician                          Cr,2025-09-01
RA001007Re,"placement of a dme, orthotic or prosthetic item                               Re",2025-09-01
RB001007Re,"placement of a part of a dme, orthotic or prosthetic item furnished as part   Re",2025-09-01
RB002008of,a repair,2025-09-01
RC001007Ri,ght coronary artery                                                           Ri,2025-09-01
RD001007Dr,"ug provided to beneficiary, but not administered ""incident-to""                Dr",2025-09-01
RE001007Fu,rnished in full compliance with fda-mandated risk evaluation and mitigation   Fu,2025-09-01
RE002008st,rategy (rems),2025-09-01
RI001007Ra,mus intermedius coronary artery                                               Ra,2025-09-01
RR001007Re,ntal (use the 'rr' modifier when dme is to be rented)                         Re,2025-09-01
RT001007Ri,ght side (used to identify procedures performed on the right side of the body)Ri,2025-09-01
SA001007Nu,rse practitioner rendering service in collaboration with a physician          Nu,2025-09-01
SB001007Nu,rse midwife                                                                   Nu,2025-09-01
SC001007Me,dically necessary service or supply                                           Me,2025-09-01
SD001007Se,"rvices provided by registered nurse with specialized, highly technical home   Se",2025-09-01
SD002008in,fusion training,2025-09-01
SE001007St,ate and/or federally-funded programs/services                                 St,2025-09-01
SF001007Se,cond opinion ordered by a professional review organization (pro) per section  2n,2025-09-01
SF00200894,"01, p.l. 99-272 (100% reimbursement - no medicare deductible or coinsurance)",2025-09-01
SG001007Am,bulatory surgical center (asc) facility service                               As,2025-09-01
SH001007Se,cond concurrently administered infusion therapy                               2n,2025-09-01
SJ001007Th,ird or more concurrently administered infusion therapy                        3r,2025-09-01
SK001007Me,mber of high risk population (use only with codes for immunization)           Hi,2025-09-01
SL001007St,ate supplied vaccine                                                          St,2025-09-01
SM001007Se,cond surgical opinion                                                         Se,2025-09-01
SN001007Th,ird surgical opinion                                                          Th,2025-09-01
SQ001007It,em ordered by home health                                                     It,2025-09-01
SS001007Ho,me infusion services provided in the infusion suite of the iv therapy providerHi,2025-09-01
ST001007Re,lated to trauma or injury                                                     Re,2025-09-01
SU001007Pr,ocedure performed in physician's office (to denote use of facility and        Pe,2025-09-01
SU002008eq,uipment),2025-09-01
SV001007Ph,armaceuticals delivered to patient's home but not utilized                    Dr,2025-09-01
SW001007Se,rvices provided by a certified diabetic educator                              Se,2025-09-01
SY001007Pe,rsons who are in close contact with member of high-risk population (use only  Co,2025-09-01
SY002008wi,th codes for immunization),2025-09-01
SZ001007Ha,bilitative services                                                           Ha,2025-09-01
T1001007Le,"ft foot, second digit                                                         Le",2025-09-01
T2001007Le,"ft foot, third digit                                                          Le",2025-09-01
T3001007Le,"ft foot, fourth digit                                                         Le",2025-09-01
T4001007Le,"ft foot, fifth digit                                                          Le",2025-09-01
T5001007Ri,"ght foot, great toe                                                           Ri",2025-09-01
T6001007Ri,"ght foot, second digit                                                        Ri",2025-09-01
T7001007Ri,"ght foot, third digit                                                         Ri",2025-09-01
T8001007Ri,"ght foot, fourth digit                                                        Ri",2025-09-01
T9001007Ri,"ght foot, fifth digit                                                         Ri",2025-09-01
TA001007Le,"ft foot, great toe                                                            Le",2025-09-01
TB001007Dr,"ug or biological acquired with 340b drug pricing program discount, reported   34",2025-09-01
TB002008fo,r informational purposes,2025-09-01
TC001007Te,"chnical component; under certain circumstances, a charge may be made for the  Te",2025-09-01
TC002008te,chnical component alone;  under those circumstances the technical component,2025-09-01
TC003008ch,arge is identified by adding modifier 'tc' to the usual procedure number;,2025-09-01
TC004008te,chnical component charges are institutional charges and not billed separately,2025-09-01
TC005008by,"physicians; however, portable x-ray suppliers only bill for technical",2025-09-01
TC006008co,mponent and should utilize modifier tc; the charge data from portable x-ray,2025-09-01
TC007008su,ppliers will then be used to build customary and prevailing profiles,2025-09-01
TD001007Rn,Rn,2025-09-01
TE001007Lp,n/lvn                                                                         Lp,2025-09-01
TF001007In,termediate level of care                                                      In,2025-09-01
TG001007Co,mplex/high tech level of care                                                 Co,2025-09-01
TH001007Ob,"stetrical treatment/services, prenatal or postpartum                          Ob",2025-09-01
TJ001007Pr,"ogram group, child and/or adolescent                                          Ch",2025-09-01
TK001007Ex,"tra patient or passenger, non-ambulance                                       Ex",2025-09-01
TL001007Ea,rly intervention/individualized family service plan (ifsp)                    Ea,2025-09-01
TM001007In,dividualized education program (iep)                                          In,2025-09-01
TN001007Ru,ral/outside providers' customary service area                                 Ru,2025-09-01
TP001007Me,"dical transport, unloaded vehicle                                             Me",2025-09-01
TQ001007Ba,sic life support transport by a volunteer ambulance provider                  Bl,2025-09-01
TR001007Sc,hool-based individualized education program (iep) services provided outside   Sc,2025-09-01
TR002008th,e public school district responsible for the student,2025-09-01
TS001007Fo,llow-up service                                                               Fo,2025-09-01
TT001007In,dividualized service provided to more than one patient in same setting        Ad,2025-09-01
